Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,Review_Year,Review_Month,Cleaned_Review_Text,tokenized_review,sent_token_length,Sentiment_Label,Sentiment_Score
5395,luxury Rooms In Malviya Nagar,"Malviya Nagar, New Delhi",2023-05-01,Pls build maner,1.0,Nothing,2023,5,nothing,Nothing,1,1 star,0.5965233445167542
5396,luxury Rooms In Malviya Nagar,"Malviya Nagar, New Delhi",2023-05-01,Bad,1.0,Nothing.,2023,5,nothing,Nothing .,2,1 star,0.5965233445167542
5397,luxury Rooms In Malviya Nagar,"Malviya Nagar, New Delhi",2023-08-01,Passable,5.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5398,luxury Rooms In Malviya Nagar,"Malviya Nagar, New Delhi",2023-07-01,Bad,1.0, no comments available for this review,2023,7,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5399,luxury Rooms In Malviya Nagar,"Malviya Nagar, New Delhi",2023-07-01,friendly staff and beautifully clean rooms.......,9.0, no comments available for this review,2023,7,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5400,luxury Rooms In Malviya Nagar,"Malviya Nagar, New Delhi",2023-07-01,great location 👌,8.0, no comments available for this review,2023,7,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5401,Collection O 78675 Collection O Key Rooms,"Chattarpur, New Delhi",2023-06-01,Bad,1.0,after booking staff denied the booking and take the booking off line in higher rate .,2023,6,booking staff denied booking take booking line higher rate,after booking staff denied the booking and take the booking off line in higher rate .,16,1 star,0.5896904468536377
5402,Collection O 78675 Collection O Key Rooms,"Chattarpur, New Delhi",2023-06-01,Bad,1.0," · hotel is missing from the mentioned location in the address it is not even nearby to 500 mtrs from the geo location , never book such property because your day might end up just for looking around for it.",2023,6,hotel missing mentioned location address even nearby mtrs geo location never book property day might end looking around,"  ·   hotel is missing from the mentioned location in the address it is not even nearby to 500 mtrs from the geo location , never book such property because your day might end up just for looking around for it .",41,1 star,0.629159688949585
5403,Collection O 78675 Collection O Key Rooms,"Chattarpur, New Delhi",2023-05-01,Poor,3.0,Very bed express,2023,5,bed express,Very bed express,3,5 stars,0.31109389662742615
5404,Collection O 78675 Collection O Key Rooms,"Chattarpur, New Delhi",2023-07-01,Good,7.0, no comments available for this review,2023,7,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5405,Collection O 78675 Collection O Key Rooms,"Chattarpur, New Delhi",2023-06-01,Superb,9.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5406,Collection O 78675 Collection O Key Rooms,"Chattarpur, New Delhi",2023-05-01,Exceptional,10.0, no comments available for this review,2023,5,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5407,Hotel Blue Bell,"Karol bagh, New Delhi",2022-07-01,Exceptional,10.0,"Huge room with King size bed. A/C working well keeping us cool while it 39 celsius outside.
Wonderful professionnal staff that will help you everything you need.",2022,7,huge room king size bed ac working well keeping u cool celsius outside wonderful professionnal staff help everything need,"Huge room with King size bed . A / C working well keeping us cool while it 39 celsius outside . 
 Wonderful professionnal staff that will help you everything you need .",32,5 stars,0.7197451591491699
5408,Hotel Blue Bell,"Karol bagh, New Delhi",2023-02-01,Pleasant,6.0,We have not purchased any food items.,2023,2,purchased food item,We have not purchased any food items .,8,5 stars,0.37765124440193176
5409,Hotel Blue Bell,"Karol bagh, New Delhi",2022-12-01,Very Good hotel for stay,8.0,Very good hotel for stay at reasonable tariff.,2022,12,good hotel stay reasonable tariff,Very good hotel for stay at reasonable tariff .,9,4 stars,0.5476566553115845
5410,Hotel Blue Bell,"Karol bagh, New Delhi",2022-10-01,disappointed,5.0,staff was good.,2022,10,staff good,staff was good .,4,4 stars,0.5370342135429382
5411,Hotel Blue Bell,"Karol bagh, New Delhi",2022-07-01,"overall had a really good time, the staffs were friendly and helpful but the rooms need to be renovated and internet sho",7.0,location,2022,7,location,location,1,3 stars,0.2746809124946594
5412,Hotel Blue Bell,"Karol bagh, New Delhi",2022-07-01,Good,7.0,the room,2022,7,room,the room,2,4 stars,0.2853602170944214
5413,Hotel Blue Bell,"Karol bagh, New Delhi",2023-04-01,Exceptional,10.0,"Nice place to stay ,,, clean room ,,, tasty food ,, excellent service with very co operative staff ,,, worth to stay here 👍",2023,4,nice place stay clean room tasty food excellent service co operative staff worth stay,"Nice place to stay , , , clean room , , , tasty food , , excellent service with very co operative staff , , , worth to stay here 👍",31,5 stars,0.5500888228416443
5414,Hotel Blue Bell,"Karol bagh, New Delhi",2023-02-01,Somehow I managed the stay,4.0,Satifactory,2023,2,satifactory,Satifactory,1,4 stars,0.33925503492355347
5415,Hotel Blue Bell,"Karol bagh, New Delhi",2022-11-01,NOT TOO BAD,4.0,The guy at the reception was very good and helpful.,2022,11,guy reception good helpful,The guy at the reception was very good and helpful .,11,4 stars,0.5090224146842957
5416,Hotel Blue Bell,"Karol bagh, New Delhi",2022-09-01,It was worth staying in the hotel.,10.0,"The behaviour of the staff was exceptional.  The humbleness of the manager touched the heart. 
The quick room service and response to the issues made me feel like home.",2022,9,behaviour staff exceptional humbleness manager touched heart quick room service response issue made feel like home,"The behaviour of the staff was exceptional . The humbleness of the manager touched the heart . 
 The quick room service and response to the issues made me feel like home .",32,5 stars,0.4911922514438629
5417,Hotel Siam International,"Karol bagh, New Delhi",2023-06-01,HOTEL Siam Int,6.0,Spacious room. Working tv. Courteous staff.,2023,6,spacious room working tv courteous staff,Spacious room . Working tv . Courteous staff .,9,4 stars,0.4841763973236084
5418,Hotel Siam International,"Karol bagh, New Delhi",2023-06-01,Passable,5.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5419,Hotel Siam International,"Karol bagh, New Delhi",2023-06-01,Very poor,2.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5420,King's Court - Saket,"South Delhi, New Delhi",2023-05-01,Exceptional,10.0,Nice facilities along with good staff,2023,5,nice facility along good staff,Nice facilities along with good staff,6,4 stars,0.5500626564025879
5421,King's Court - Saket,"South Delhi, New Delhi",2023-03-01,Not Hygienic,4.0,Receptionist was helpful,2023,3,receptionist helpful,Receptionist was helpful,3,5 stars,0.44622254371643066
5422,King's Court - Saket,"South Delhi, New Delhi",2023-07-01,Bad,1.0,Very bad. This is not a hotel.,2023,7,bad hotel,Very bad . This is not a hotel .,9,1 star,0.69720458984375
5423,King's Court - Saket,"South Delhi, New Delhi",2023-07-01,Very poor,2.0,Nothing much,2023,7,nothing much,Nothing much,2,1 star,0.3463267982006073
5424,King's Court - Saket,"South Delhi, New Delhi",2023-06-01,Staff was helpful but they were not able to manage the property well which lead to - the worst stay,1.0,"Location is really good, saket metro and Qutub Minar are near by, and some eateries are also nearby.",2023,6,location really good saket metro qutub minar near eatery also nearby,"Location is really good , saket metro and Qutub Minar are near by , and some eateries are also nearby .",21,4 stars,0.49500522017478943
5425,King's Court - Saket,"South Delhi, New Delhi",2023-05-01,overall experience was good just need to work on the network coverage thing,10.0,"the staffs are very friendly and supportive 
keep up the good work",2023,5,staff friendly supportive keep good work,"the staffs are very friendly and supportive 
 keep up the good work",12,4 stars,0.5384002327919006
5426,King's Court - Saket,"South Delhi, New Delhi",2023-05-01,Exceptional,10.0,"especially the staff's behaviour is so friendly,clean room,gd washroom condition..",2023,5,especially staff behaviour friendlyclean roomgd washroom condition,"especially the staff ' s behaviour is so friendly , clean room , gd washroom condition . .",18,4 stars,0.41913551092147827
5427,King's Court - Saket,"South Delhi, New Delhi",2023-04-01,Bad,1.0,No to tell because  they are  racis they refuse  to allow  me into their  hostel because  am a Nigerian,2023,4,tell racis refuse allow hostel nigerian,No to tell because they are racis they refuse to allow me into their hostel because am a Nigerian,19,1 star,0.6206651926040649
5428,Pink Wood,"South West, New Delhi",2023-06-01,"room was dirty, bedsheets were dirty, bathroom was dirty, water tap and flush were not working. Honeslty it was worst it",1.0,I didn’t like anything,2023,6,didnt like anything,I didn ’ t like anything,6,1 star,0.4360130727291107
5429,Pink Wood,"South West, New Delhi",2023-06-01,Disgusting,1.0,I was shocked when I saw my room. I went out and found another hotel. The staff didn't return the money though I didn't stay there not more than 15 minutes.,2023,6,shocked saw room went found another hotel staff didnt return money though didnt stay minute,I was shocked when I saw my room . I went out and found another hotel . The staff didn ' t return the money though I didn ' t stay there not more than 15 minutes .,38,1 star,0.7782608866691589
5430,Pink Wood,"South West, New Delhi",2023-08-01,It’s was very bad experience,1.0,Nothing,2023,8,nothing,Nothing,1,1 star,0.5965233445167542
5431,Pink Wood,"South West, New Delhi",2023-06-01,Bad,1.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5432,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,"Attentive staff, seamless service.",2023,4,attentive staff seamless service,"Attentive staff , seamless service .",6,5 stars,0.45622146129608154
5433,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-06-01,it was a good place. They don’t love food from outside. That was a big bummer!,7.0,nothing.. just it was cheap,2023,6,nothing cheap,nothing . . just it was cheap,7,3 stars,0.3473432958126068
5434,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-07-01,PATHETIC,1.0,LOCATION,2023,7,location,LOCATION,1,3 stars,0.2746809124946594
5435,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Bad,1.0,Third class,2023,4,third class,Third class,2,5 stars,0.27822625637054443
5436,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,We appreciated the attention to detail of the hotel staff. They made sure everything was perfect for our stay.,2023,4,appreciated attention detail hotel staff made sure everything perfect stay,We appreciated the attention to detail of the hotel staff . They made sure everything was perfect for our stay .,21,4 stars,0.4716556966304779
5437,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,"The hotel service was exceptional, and the staff was always available to assist us with any requests we had.",2023,4,hotel service exceptional staff always available assist u request,"The hotel service was exceptional , and the staff was always available to assist us with any requests we had .",21,5 stars,0.781610369682312
5438,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,"The hotel staff was very knowledgeable about the amenities available, and they provided us with excellent recommendations.",2023,4,hotel staff knowledgeable amenity available provided u excellent recommendation,"The hotel staff was very knowledgeable about the amenities available , and they provided us with excellent recommendations .",19,5 stars,0.6592251062393188
5439,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,"Friendly staff, luxurious amenities.",2023,4,friendly staff luxurious amenity,"Friendly staff , luxurious amenities .",6,5 stars,0.5811582207679749
5440,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,"Exceptional service, personalized attention.",2023,4,exceptional service personalized attention,"Exceptional service , personalized attention .",6,5 stars,0.7657536864280701
5441,Flagship Ocean Blue Residency Near V3S Mall,"East Delhi, New Delhi",2023-04-01,Exceptional,10.0,"Hotel staff, efficient and accommodating.",2023,4,hotel staff efficient accommodating,"Hotel staff , efficient and accommodating .",7,5 stars,0.5306763052940369
5442,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-05-01,Don't think of booking,1.0,"Room actually is different from image uploaded. Before check in there was a power failure. No fuel ⛽ for generator. 
We were 1 hour early before check in time, so the manager demanded additional Rs.800 for check in, though whole Hotel was vacant. 
We took a look at one of the rooms before check in... Rooms were 4th grade and Hotel kitchen was so bad.. don't have words to say.
So we didn't checked in and moved on...",2022,5,room actually different image uploaded check power failure fuel generator hour early check time manager demanded additional r check though whole hotel vacant took look one room check room th grade hotel kitchen bad dont word say didnt checked moved,"Room actually is different from image uploaded . Before check in there was a power failure . No fuel ⛽ for generator . 
 We were 1 hour early before check in time , so the manager demanded additional Rs . 800 for check in , though whole Hotel was vacant . 
 We took a look at one of the rooms before check in . . . Rooms were 4 th grade and Hotel kitchen was so bad . . don ' t have words to say . 
 So we didn ' t checked in and moved on . . .",100,1 star,0.57414311170578
5443,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2023-07-01,Bad,1.0,Nothing at all,2023,7,nothing,Nothing at all,3,1 star,0.5965233445167542
5444,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2023-03-01,Very poor,2.0,Oyo not work ..,2023,3,oyo work,Oyo not work . .,5,5 stars,0.3119647204875946
5445,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-12-01,Very very bad experience.,1.0,Very very bad experience.,2022,12,bad experience,Very very bad experience .,5,1 star,0.690444827079773
5446,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2023-01-01,Bad,1.0,Price difference,2023,1,price difference,Price difference,2,3 stars,0.2910267114639282
5447,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-07-01,Bad,1.0,Nothing,2022,7,nothing,Nothing,1,1 star,0.5965233445167542
5448,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-06-01,Bad,1.0,worst oyo ever seen,2022,6,worst oyo ever seen,worst oyo ever seen,4,1 star,0.9345690011978149
5449,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-05-01,Bad,1.0,Nothing much,2022,5,nothing much,Nothing much,2,1 star,0.3463267982006073
5450,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-05-01,Hotel rooms condition and service is like worst nightmare,1.0,Only location was good,2022,5,location good,Only location was good,4,4 stars,0.5011278390884399
5451,OYO The Premium Villa Near Lotus Temple,"South Delhi, New Delhi",2022-12-01,Poor,3.0, no comments available for this review,2022,12,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5452,Treebo Trend Elite,"South Delhi, New Delhi",2022-10-01,Gazab,10.0,I like the standard of the hotel.,2022,10,like standard hotel,I like the standard of the hotel .,8,5 stars,0.44525644183158875
5453,Treebo Trend Elite,"South Delhi, New Delhi",2023-08-01,Good place,5.0,Location n service,2023,8,location n service,Location n service,3,3 stars,0.2788807153701782
5454,Treebo Trend Elite,"South Delhi, New Delhi",2023-04-01,Good experience,7.0,"Breakfast is just ok
Location is good",2023,4,breakfast ok location good,"Breakfast is just ok 
 Location is good",7,3 stars,0.4454355537891388
5455,Treebo Trend Elite,"South Delhi, New Delhi",2023-04-01,Ok no comments,5.0,Location and facilities good,2023,4,location facility good,Location and facilities good,4,4 stars,0.5328143239021301
5456,Treebo Trend Elite,"South Delhi, New Delhi",2023-03-01,Good,7.0, · The condition of room was not good along with poor lighting.,2023,3,condition room good along poor lighting,  ·   The condition of room was not good along with poor lighting .,13,3 stars,0.4773303270339966
5457,Treebo Trend Elite,"South Delhi, New Delhi",2022-11-01,Pleasant,6.0,I like the behaviour of staff and everything about my room.,2022,11,like behaviour staff everything room,I like the behaviour of staff and everything about my room .,12,4 stars,0.36556705832481384
5458,Treebo Trend Elite,"South Delhi, New Delhi",2022-10-01,Good place for short stay in south Delhi.,7.0,"Location is very good, nice staff, elevator is a plus. Like having fan and AC both. Breakfast was good and changes by the day, bread, rice, egg, yogurt, sweet milk tea etc.",2022,10,location good nice staff elevator plus like fan ac breakfast good change day bread rice egg yogurt sweet milk tea etc,"Location is very good , nice staff , elevator is a plus . Like having fan and AC both . Breakfast was good and changes by the day , bread , rice , egg , yogurt , sweet milk tea etc .",42,4 stars,0.5593798756599426
5459,Treebo Trend Elite,"South Delhi, New Delhi",2022-07-01,Good,7.0,Ok.good,2022,7,okgood,Ok . good,3,3 stars,0.43644189834594727
5460,Treebo Trend Elite,"South Delhi, New Delhi",2022-06-01,Ordinary stay,7.0,Location,2022,6,location,Location,1,3 stars,0.2746809124946594
5461,Treebo Trend Elite,"South Delhi, New Delhi",2023-07-01,Disappointing,4.0,Foods are good,2023,7,food good,Foods are good,3,4 stars,0.5272142887115479
5462,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,Superb,9.0,"The staff at Treebo Trend MVM Residency goes above and beyond to ensure a delightful experience for their guests. From check-in to check-out, their professionalism and attentiveness are commendable. The hotel's warm and friendly atmosphere creates a welcoming environment for travelers.",2023,7,staff treebo trend mvm residency go beyond ensure delightful experience guest checkin checkout professionalism attentiveness commendable hotel warm friendly atmosphere creates welcoming environment traveler,"The staff at Treebo Trend MVM Residency goes above and beyond to ensure a delightful experience for their guests . From check - in to check - out , their professionalism and attentiveness are commendable . The hotel ' s warm and friendly atmosphere creates a welcoming environment for travelers .",51,5 stars,0.5843276977539062
5463,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,Very good,8.0,Good location. Room was neat.,2023,7,good location room neat,Good location . Room was neat .,7,4 stars,0.5764415860176086
5464,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,"""The hotel's ambiance is truly enchanting.""",9.0,"""The hotel's ambiance is truly enchanting.""",2023,7,hotel ambiance truly enchanting,""" The hotel ' s ambiance is truly enchanting . """,11,5 stars,0.852414071559906
5465,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,Its a great hotel. Very great experience. Very nice and quality food. Staff was polite and cooperati,10.0,Its a great hotel. Very great experience. Very nice and quality food. Staff was polite and cooperative. I would also recommend this to everyone to must visit this hotel.,2023,7,great hotel great experience nice quality food staff polite cooperative would also recommend everyone must visit hotel,Its a great hotel . Very great experience . Very nice and quality food . Staff was polite and cooperative . I would also recommend this to everyone to must visit this hotel .,34,5 stars,0.7171215415000916
5466,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,"he dispensary area concept was really nice, guest can make their coffee, tea, hot water, and even ir",9.0,"he dispensary area concept was really nice, guest can make their coffee, tea, hot water, and even iron their clothes there. Over all a good experience.",2023,7,dispensary area concept really nice guest make coffee tea hot water even iron clothes good experience,"he dispensary area concept was really nice , guest can make their coffee , tea , hot water , and even iron their clothes there . Over all a good experience .",32,5 stars,0.5052287578582764
5467,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,The property's customer service was very competent and helpful in making suggestions for nearby,10.0,The property's customer service was very competent and helpful in making suggestions for nearby sights to see and restaurants to try.,2023,7,property customer service competent helpful making suggestion nearby sight see restaurant try,The property ' s customer service was very competent and helpful in making suggestions for nearby sights to see and restaurants to try .,24,5 stars,0.4409683644771576
5468,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-07-01,The hotel's concierge was extremely knowledgeable and helpful in providing recommendations for local,10.0,The hotel's concierge was extremely knowledgeable and helpful in providing recommendations for local attractions and dining options.,2023,7,hotel concierge extremely knowledgeable helpful providing recommendation local attraction dining option,The hotel ' s concierge was extremely knowledgeable and helpful in providing recommendations for local attractions and dining options .,20,5 stars,0.5909618139266968
5469,Treebo Trend MVM Residency,"Rohini, New Delhi",2023-08-01,Pleasant,6.0,"I liked the rooms, tv ,clean bathroom, large wardrobe",2023,8,liked room tv clean bathroom large wardrobe,"I liked the rooms , tv , clean bathroom , large wardrobe",12,4 stars,0.5425336360931396
5470,RK Residency,"Mahipalpur, New Delhi",2023-01-01,Excellent,10.0,Spacious rooms and awesome service.......friendly staff...,2023,1,spacious room awesome servicefriendly staff,Spacious rooms and awesome service . . . . . . . friendly staff . . .,17,5 stars,0.7311861515045166
5471,RK Residency,"Mahipalpur, New Delhi",2023-08-01,Bad,1.0,Booked easly.,2023,8,booked easly,Booked easly .,3,5 stars,0.46076902747154236
5472,RK Residency,"Mahipalpur, New Delhi",2022-04-01,Bad,1.0,Nothing,2022,4,nothing,Nothing,1,1 star,0.5965233445167542
5473,RK Residency,"Mahipalpur, New Delhi",2022-01-01,Picture and reviews do not report the right picture of the property.,1.0,Nothing.,2022,1,nothing,Nothing .,2,1 star,0.5965233445167542
5474,RK Residency,"Mahipalpur, New Delhi",2022-01-01,Exceptional,10.0, no comments available for this review,2022,1,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5475,RK Residency,"Mahipalpur, New Delhi",2021-12-01,Exceptional,10.0, no comments available for this review,2021,12,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5476,FabHotel Admire Suites,"South Delhi, New Delhi",2022-06-01,Exceptional,10.0,"need some variety of Breakfast, but location & cleanness are awesome. reception staffs are excellent. Room service need to training from Hospitality culture.",2022,6,need variety breakfast location cleanness awesome reception staff excellent room service need training hospitality culture,"need some variety of Breakfast , but location & cleanness are awesome . reception staffs are excellent . Room service need to training from Hospitality culture .",27,5 stars,0.6694384217262268
5477,FabHotel Admire Suites,"South Delhi, New Delhi",2023-08-01,Very good,8.0,Very good rooms,2023,8,good room,Very good rooms,3,4 stars,0.5334895849227905
5478,FabHotel Admire Suites,"South Delhi, New Delhi",2022-10-01,Its ok,6.0,The staff was good and prompt,2022,10,staff good prompt,The staff was good and prompt,6,4 stars,0.5383617877960205
5479,FabHotel Admire Suites,"South Delhi, New Delhi",2022-06-01,A good stay,8.0,The quality of my stay was good. The housekeeping staff was very prompt and efficient. The staff was also very respectful.,2022,6,quality stay good housekeeping staff prompt efficient staff also respectful,The quality of my stay was good . The housekeeping staff was very prompt and efficient . The staff was also very respectful .,24,5 stars,0.5889374017715454
5480,FabHotel Admire Suites,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Service and response and food,2023,8,service response food,Service and response and food,5,4 stars,0.37229958176612854
5481,FabHotel Admire Suites,"South Delhi, New Delhi",2023-07-01,Superb,9.0,Location and rooms are nice,2023,7,location room nice,Location and rooms are nice,5,4 stars,0.5007452964782715
5482,FabHotel Admire Suites,"South Delhi, New Delhi",2023-07-01,Superb,9.0,Nice location,2023,7,nice location,Nice location,2,4 stars,0.5094575881958008
5483,FabHotel Admire Suites,"South Delhi, New Delhi",2023-07-01,Exceptional,10.0,Overall a good experience in the property.,2023,7,overall good experience property,Overall a good experience in the property .,8,4 stars,0.5829910635948181
5484,FabHotel Admire Suites,"South Delhi, New Delhi",2023-04-01,I will definetely come back to this Hotel in the future,9.0,"Friendly Staff, Good food, Neatly maintained. Good food although I missed my Breakfast each day : )",2023,4,friendly staff good food neatly maintained good food although missed breakfast day,"Friendly Staff , Good food , Neatly maintained . Good food although I missed my Breakfast each day : )",20,4 stars,0.6198056936264038
5485,FabHotel Admire Suites,"South Delhi, New Delhi",2023-05-01,Exceptional,10.0,Staff is cooperative.Room is good location also very nice,2023,5,staff cooperativeroom good location also nice,Staff is cooperative . Room is good location also very nice,11,4 stars,0.5628582239151001
5486,CHANDU INn,"South Delhi, New Delhi",2023-04-01,They are enjoying lication benefit only,3.0,You get tea even in paper glass forget food,2023,4,get tea even paper glass forget food,You get tea even in paper glass forget food,9,1 star,0.6020570397377014
5487,CHANDU INn,"South Delhi, New Delhi",2023-07-01,Bad,1.0,Photos aren't the same. It was a filthy place.,2023,7,photo arent filthy place,Photos aren ' t the same . It was a filthy place .,13,1 star,0.49358972907066345
5488,CHANDU INn,"South Delhi, New Delhi",2023-04-01,Bad,1.0,Outer building and lift.,2023,4,outer building lift,Outer building and lift .,5,3 stars,0.2935997545719147
5489,CHANDU INn,"South Delhi, New Delhi",2023-06-01,Bad,1.0,they didn’t give us the rooms which i booked denied on arrival,2023,6,didnt give u room booked denied arrival,they didn ’ t give us the rooms which i booked denied on arrival,14,1 star,0.7266321778297424
5490,CHANDU INn,"South Delhi, New Delhi",2023-06-01,Economic stay,5.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5491,CHANDU INn,"South Delhi, New Delhi",2023-05-01,Bad,1.0, no comments available for this review,2023,5,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5492,CHANDU INn,"South Delhi, New Delhi",2023-04-01,Bad,1.0, no comments available for this review,2023,4,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5493,CHANDU INn,"South Delhi, New Delhi",2023-03-01,Pleasant,6.0, no comments available for this review,2023,3,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5494,CHANDU INn,"South Delhi, New Delhi",2023-03-01,Pleasant,6.0, no comments available for this review,2023,3,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5495,OYO Flagship The Hotel Heritage By Catena Homes,"South Delhi, New Delhi",2023-08-01,It was a horrible stay overall.,1.0,Nothing was likeable.,2023,8,nothing likeable,Nothing was likeable .,4,2 stars,0.38693079352378845
5496,OYO Flagship The Hotel Heritage By Catena Homes,"South Delhi, New Delhi",2023-06-01,Bad,1.0,Nothing,2023,6,nothing,Nothing,1,1 star,0.5965233445167542
5497,OYO Flagship The Hotel Heritage By Catena Homes,"South Delhi, New Delhi",2023-06-01,Disappointing,4.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5498,OYO Flagship The Hotel Heritage By Catena Homes,"South Delhi, New Delhi",2023-06-01,Very good,8.0, no comments available for this review,2023,6,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5499,OYO Flagship The Hotel Heritage By Catena Homes,"South Delhi, New Delhi",2023-05-01,Exceptional,10.0, no comments available for this review,2023,5,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
5500,Hotel Cosmo - Karol Bagh,"Karol bagh, New Delhi",2023-05-01,"WAS A PLEASANT STAY, GOOD SERVICE",10.0,"was a pleasant stay, staff was good, rooms were clean. they have a 24/7 room service. check-in and check-out process is hassle free. Near by the Karol Bagh Metro Station and Gaffar Market. it situated in the middle of Karol Bagh. so it is easy to go almost anywhere in and around Delhi.",2023,5,pleasant stay staff good room clean room service checkin checkout process hassle free near karol bagh metro station gaffar market situated middle karol bagh easy go almost anywhere around delhi,"was a pleasant stay , staff was good , rooms were clean . they have a 24 / 7 room service . check - in and check - out process is hassle free . Near by the Karol Bagh Metro Station and Gaffar Market . it situated in the middle of Karol Bagh . so it is easy to go almost anywhere in and around Delhi .",67,4 stars,0.5512158870697021
5501,Hotel Cosmo - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Perfect,9.0,The staff's friendliness and politeness at this hotel was great.. The room was fantastic - impeccably neat and clean.. I highly recommend everyone to visit. The convenient location and affordability make it a perfect choice..,2023,8,staff friendliness politeness hotel great room fantastic impeccably neat clean highly recommend everyone visit convenient location affordability make perfect choice,The staff ' s friendliness and politeness at this hotel was great . . The room was fantastic - impeccably neat and clean . . I highly recommend everyone to visit . The convenient location and affordability make it a perfect choice . .,44,5 stars,0.8360823392868042
5502,Hotel Cosmo - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Liked everything,10.0,The hotel was very centrally located..... our stay was very pleasant.... . the room and facilities were excellent with a nice bathroom.... he staff was especially hospitable and friendly.... would not hesitate to come back..,2023,8,hotel centrally located stay pleasant room facility excellent nice bathroom staff especially hospitable friendly would hesitate come back,The hotel was very centrally located . . . . . our stay was very pleasant . . . . . the room and facilities were excellent with a nice bathroom . . . . he staff was especially hospitable and friendly . . . . would not hesitate to come back . .,54,5 stars,0.49660512804985046
5503,Hotel Cosmo - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,I like this hotel,9.0,There staff is extremely polite and highly cultured upto the mark. i really loved the food they served. room were really neat & clean. will definitely visit the property again..,2023,8,staff extremely polite highly cultured upto mark really loved food served room really neat clean definitely visit property,There staff is extremely polite and highly cultured upto the mark . i really loved the food they served . room were really neat & clean . will definitely visit the property again . .,35,5 stars,0.544959306716919
5504,Hotel Cosmo - Karol Bagh,"Karol bagh, New Delhi",2023-07-01,Very good,8.0,Location is amazing,2023,7,location amazing,Location is amazing,3,5 stars,0.6814389824867249
